restaurant_id,name,city,cuisine,latitude,longitude,takeaway,delivery,opening_hours
813645468,Graziella's,New York,italian;pizza,40.690471,-73.9694971,Unknown,Unknown,Mo-We 15:00-23:00; Th-Su 11:00-23:00
818239355,Dannee Thai,New York,thai,40.6904836,-73.960039,Unknown,Unknown,"Mo-Su 12:00-16:00,17:00-22:00"
870315949,Fuji East Restaurant,New York,japanese,40.7590731,-73.9522681,Unknown,Unknown,Mo-Su 11:00-23:00
870316544,Piccolo Trattoria,New York,italian,40.7592113,-73.9525792,yes,Unknown,Unknown
883337398,Ristorante Settepani,New York,italian,40.8043628,-73.9476425,Unknown,Unknown,Unknown
888955052,Juliette Restaurant,New York,Unknown,40.716964,-73.959114,Unknown,Unknown,Unknown
888963055,miDmuS,New York,Unknown,40.717029,-73.95921,Unknown,Unknown,Unknown
888968071,Ako,New York,japanese,40.7169209,-73.9585388,Unknown,Unknown,Su-Th 12:00-22:00; Fr-Sa 12:00-23:00
896465603,Rockmeisha Izakaya,New York,Unknown,40.7326428,-74.002464,Unknown,Unknown,Unknown
896469827,Annisa,New York,Unknown,40.7326055,-74.0025709,Unknown,Unknown,Unknown
931799204,John's of Bleecker St,New York,Unknown,40.7316098,-74.0033416,Unknown,Unknown,Unknown
931799207,Joe's Pizza,New York,pizza,40.7305467,-74.0020629,Unknown,Unknown,"Mo-Th, Su 10:00-04:00; Fr, Sa 10:00-05:00"
981399335,Momo Sushi,New York,japanese,40.7051487,-73.9333751,Unknown,Unknown,Unknown
983308215,La Mexicana,New York,mexican,40.7104365,-74.0997577,Unknown,Unknown,Unknown
999961211,Hummus Place,New York,Unknown,40.7322601,-74.0033462,Unknown,Unknown,Unknown
1002880708,Lombardi's Pizza,New York,pizza,40.7215933,-73.9956147,yes,yes,Mo-Th 12:00-22:00; Fr-Sa 12:00-24:00; Su 12:00-22:00
1030333137,Cafe Michelena,New York,Unknown,40.7422133,-74.0301318,Unknown,Unknown,Unknown
1030346276,H&S Giovanni's,New York,italian;pizza,40.7435458,-74.0288316,Unknown,Unknown,Unknown
1112477518,Brick Lane,New York,indian,40.7266326,-73.9893341,Unknown,Unknown,"Mo-Th 12:00-24:00, Fr-Sa 12:00-01:00, Su 12:00-24:00"
1119244578,Tom's Restaurant,New York,diner,40.8054509,-73.9654163,Unknown,Unknown,"Tu-Th 07:00-01:00; Mo,Fr-Su 00:00-24:00"
1160379352,Osaka,New York,japanese,40.6848533,-73.9948629,Unknown,Unknown,"Mo,We-Su 12:00-15:00, 16:30-22:00"
1177268453,Leland,New York,american,40.6797196,-73.9651937,Unknown,Unknown,Unknown
1213707742,Urban Rustic,New York,Unknown,40.719235,-73.9528162,Unknown,Unknown,Unknown
1227678751,The River Café,New York,new_american,40.7037562,-73.994822,no,no,Mo-Fr 17:30-23:00; Sa-Su 11:30-23:00
1235026335,The Hamilon Inn,New York,american,40.7289956,-74.0446947,yes,yes,Mo-Th 11:30-22:00; Fr 11:30-23:00; Sa 10:00-23:00; Su 10:00-22:00
1240483946,Bill's Townhouse,New York,american,40.7601706,-73.9730036,Unknown,Unknown,Mo-Fr 11:00-23:00; Sa 17:00-22:00
1272678894,Mezcal's,New York,mexican,40.6758313,-73.9807001,Unknown,Unknown,Mo-Th 12:00-22:00; Fr-Sa 12:00-24:00; Su 12:00-22:00
1272678896,Shaking Crab,New York,Unknown,40.6757312,-73.9810959,Unknown,Unknown,Mo-Th 17:00-23:00; Fr 17:00-24:00; Sa 12:00-24:00; Su 12:00-22:00
1290043792,Four Seasons,New York,new_american,40.7580948,-73.9720223,Unknown,Unknown,Unknown
1292807648,Grand Central Place,New York,Unknown,40.7514625,-73.9784858,Unknown,Unknown,Unknown
1293173596,Marchi's,New York,italian,40.7431603,-73.9775799,Unknown,Unknown,Mo-Sa 17:00-22:00
1297282272,Pando Park,New York,american,40.7449757,-73.9831065,Unknown,Unknown,"Mo-Th 11:00-24:00, Fr-Sa 11:00-02:00, Su 11:00-24:00"
1346386984,Smith & Wollensky,New York,steak_house,40.7552548,-73.9709515,Unknown,Unknown,Unknown
1346386987,El Rio Grande,New York,mexican,40.747976,-73.9770014,Unknown,yes,"Mo, Su 12:00-21:00; Tu-Th 12:00-22:00; Fr, Sa 12:00-23:00"
1347055580,Tom's Restaurant,New York,brunch,40.6744702,-73.9633157,Unknown,Unknown,Mo-Fr 08:00-15:00; Sa-Su 08:00-17:00
1362703566,Clinton St. Baking Company,New York,Unknown,40.7211788,-73.9838832,yes,Unknown,"Mo-Fr 8:00-16:00, 17:00-23:00; Sa 9:00-16:00, 17:00-23:00; Su 9:00-17:00"
1379410005,Stromboli Pizza,New York,pizza,40.7277727,-73.985401,Unknown,yes,Mo-Sa 11:00-05:00
1383914860,The Breslin,New York,gastropub,40.7456818,-73.9881244,Unknown,no,Mo-Su 07:00-02:00
1383927735,Blue Ribbon,New York,Unknown,40.7675881,-73.9831167,Unknown,Unknown,Unknown
1383928351,Sushi Damo,New York,japanese,40.7677295,-73.9834926,Unknown,Unknown,Mo-We 12:00-23:00; Th-Sa 12:00-00:00; Su 12:00-22:30
1383955419,Lili's 57,New York,sushi,40.7653848,-73.980359,Unknown,Unknown,Unknown
1383955759,Carnegie Diner & Cafe,New York,burger;sandwich;coffee_shop;italian;ice_cream;seafood,40.7657283,-73.9801012,Unknown,Unknown,Mo-Sa 07:30-23:00; Su 07:30-22:00
1383956543,Brooklyn Diner,New York,diner,40.7656073,-73.9808744,yes,yes,Mo 07:30-23:00; Tu-Fr 07:30-24:00; Sa 07:00-24:00; Su 07:00-23:00
1383956544,Hooters,New York,burger,40.7654347,-73.9813709,Unknown,Unknown,Unknown
1383956764,Petrossian,New York,Unknown,40.7660154,-73.9794173,Unknown,Unknown,Unknown
1383956828,Farinella,New York,pizza,40.7671365,-73.9814703,yes,Unknown,10:00-22:00
1396581104,Hoy Wong Restaurant,New York,Unknown,40.7166141,-73.998003,Unknown,Unknown,Unknown
1416478552,Murry Hill Diner,New York,diner,40.7459042,-73.9803026,Unknown,Unknown,Mo-Su 07:00-22:00
1426311638,Red Lobster,New York,seafood,40.7556031,-73.987571,Unknown,Unknown,Unknown
1427212436,Madison & Vine,New York,Unknown,40.75218,-73.9795023,Unknown,Unknown,Unknown
1427212491,Pera,New York,mediterranean,40.7523353,-73.9793753,Unknown,Unknown,Mo-Fr 11:30-22:30; Sa 17:00-22:00; Su 17:00-21:00
1427233358,LA Fonda Del Sol,New York,Unknown,40.7532708,-73.9773865,Unknown,Unknown,Unknown
1427265072,ammos estiatorio,New York,greek,40.7542362,-73.977239,Unknown,Unknown,Unknown
1427499791,The Heavenly Burger,New York,Unknown,40.7517125,-73.9799108,Unknown,Unknown,Unknown
1427499833,Salute,New York,Unknown,40.7510771,-73.9807748,Unknown,Unknown,Unknown
1428036492,Connolly's,New York,Unknown,40.7561557,-73.9776613,Unknown,Unknown,Unknown
1474144767,American Retro Bar & Grill,New York,Unknown,40.7650421,-73.9880624,Unknown,Unknown,Unknown
1487407044,L'Ecole Restaurant,New York,french,40.7208901,-74.0003925,Unknown,Unknown,Unknown
1487441071,Buddakan,New York,asian,40.7421638,-74.0048429,Unknown,Unknown,Unknown
1487449793,Tony's,New York,italian,40.7563915,-73.9854253,Unknown,Unknown,Unknown
1487472478,Capital Grille at Time-Life,New York,Unknown,40.7607113,-73.9807687,Unknown,Unknown,Unknown
1487569052,Le Parker Meridien Burger,New York,burger,40.7640653,-73.9782577,Unknown,Unknown,Unknown
1491769944,Miti Miti,New York,mexican,40.6786532,-73.979114,yes,yes,"Mo-Th 07:00-24:00, Fr 07:00-02:00, Sa 10:00-02:00, Su 10:00-24:00"
1493005667,Balade,New York,lebanese,40.7302946,-73.9831042,yes,yes,Mo-Fr 17:00-24:00; Sa-Su 11:00-23:00
1497326724,Russian Tea Room,New York,russian,40.7650339,-73.9793005,Unknown,Unknown,Unknown
1568008206,Market Diner,New York,burger,40.7615758,-73.9973446,Unknown,Unknown,Unknown
1658397652,Tacolmos,New York,mexican,40.6719283,-73.9334624,Unknown,Unknown,Mo-Su 07:00-22:00
1663980307,Red Lobster,New York,seafood,40.7863885,-74.0459707,Unknown,Unknown,Su-Th 11:00-23:00; Fr-Sa 11:00-24:00
1663981172,Chili's,New York,tex-mex,40.7867241,-74.0455946,Unknown,Unknown,Su-Th 11:00-23:00; Fr-Sa 11:00-24:00
1667359770,Chocolat Restaurant Lounge,New York,american;brunch,40.8069537,-73.9537487,Unknown,Unknown,Mo-Th 11:00-23:00; Fr-Sa 10:00-23:00; Su 10:00-22:00
1667402832,The Fox,New York,Unknown,40.8068012,-73.9534135,yes,yes,Mo-Th 12:00-24:00; Fr 12:00-02:00; Sa 10:30-02:00; Su 10:30-24:00
1667412535,Melba's,New York,Unknown,40.8030944,-73.95657,Unknown,Unknown,Mo-We 11:00-22:00; Th-Su 11:00-23:00
1667418892,Cedric,New York,french,40.8061352,-73.9530327,Unknown,Unknown,Unknown
1667419712,Billie's Black Bar & Lounge,New York,american,40.8062286,-73.9532312,Unknown,Unknown,Unknown
1672042199,Tino's Artisan Pizza,New York,italian,40.7141658,-74.0397517,Unknown,Unknown,Unknown
1672045901,Amelia's Bistro,New York,american,40.7139448,-74.0398626,Unknown,Unknown,Unknown
1672049578,Light Horse Tavern,New York,american,40.7139795,-74.0381392,Unknown,Unknown,Unknown
1683222646,Café Triskell,New York,french,40.7556257,-73.9280317,Unknown,Unknown,Unknown
1683225522,Stone Park Cafe,New York,american;eclectic,40.6729771,-73.9833228,Unknown,Unknown,"Mo-Th 17:00-21:00; Fr 11:00-15:00,17:00-22:00; Sa 10:00-15:00,17:00-22:00; Su 10:00-13:00,17:00-21:00"
1691452282,Little Ruby’s Cafe,New York,Unknown,40.7340693,-74.0027914,Unknown,Unknown,Unknown
1696974007,Saragina's,New York,italian,40.6836158,-73.9353429,Unknown,Unknown,Unknown
1696974009,Beso,New York,spanish,40.6829772,-73.9352383,Unknown,Unknown,Unknown
1696985451,Ma and Pop,New York,soul_food,40.6836156,-73.935041,Unknown,Unknown,Unknown
1696985456,Lucky House Kitchen,New York,chinese,40.6838182,-73.9350743,Unknown,Unknown,Unknown
1707825812,Uncle Jack's,New York,steak_house,40.7537214,-73.995808,Unknown,Unknown,Unknown
1707825813,Sergimmo Slumeria,New York,italian,40.7542567,-73.9954338,yes,yes,Unknown
1707825815,Zoob Zib Thai Authentic Noodle Bar,New York,thai,40.7543769,-73.9953394,yes,yes,Mo-Sa 11:30-21:30; Su 12:00-21:30
1707825816,Skylight Diner,New York,american;burger;soup;salad;omelette;sandwich;breakfast,40.7533878,-73.9967808,yes,yes,24/7
1707825817,Hudson Station Bar and Grill,New York,pub;american,40.753864,-73.9956804,Unknown,yes,Mo-Sa 12:00-04:00; Su 12:00-00:00
1707825820,Golden City,New York,asian,40.7532964,-73.9966423,Unknown,Unknown,Unknown
1714427541,Shmoné,New York,israeli,40.7335075,-73.9990673,Unknown,Unknown,Mo-Sa 18:00-12:00
1741221041,Grimaldi's Pizzeria,New York,pizza,40.7025856,-73.993235,Unknown,Unknown,Mo-Th 11:30-21:00; Fr-Sa 11:30-22:00; Su 11:30-21:00
1744432130,Nice Pizza,New York,pizza,40.6874732,-73.9570883,Unknown,Unknown,Unknown
1748961879,Naughty Crab,New York,seafood,40.7897154,-73.947931,Unknown,yes,Mo-Th 16:00-22:00; Fr 16:00-23:00; Sa 14:00-23:00; Su 14:00-22:00
1748991484,Chu Ros Thai,New York,thai,40.7892539,-73.9486313,Unknown,Unknown,Mo-Su 11:30-22:00
1748991489,Burritos y Mas,New York,Unknown,40.7887557,-73.9486546,Unknown,yes,11:00-22:00
1749011035,Quechua Nostra,New York,peruvian,40.7905956,-73.9476505,yes,yes,Mo-Sa 10:30-22:00
1749011039,El Aguila,New York,mexican,40.7905186,-73.9477162,yes,yes,24/7
1749011095,The Lexington Social,New York,mediterranean;tapas,40.7906645,-73.9476244,yes,Unknown,"Mo-Fr 12:00-23:00; Sa, Su 11:00-23:00"
1749011119,Caribbean Fiesta,New York,Unknown,40.7927227,-73.9503373,Unknown,Unknown,Unknown
1749011123,Bawarchi Indian Cuisine,New York,Unknown,40.7927565,-73.9503189,yes,yes,11:00-22:00
1749011125,King Dragon,New York,chinese,40.7928147,-73.95028,yes,yes,"Mo-Th 11:00-23:30, Fr,Sa 11:00-00:30, Su 12:00-23:30"
1753205377,The Lambs Club,New York,Unknown,40.756616,-73.9845926,Unknown,Unknown,Unknown
1758217485,The Playwright,New York,Unknown,40.7604723,-73.9840506,Unknown,Unknown,Unknown
1765445839,Skinny's Cantina,New York,mexican,40.7456176,-73.9567972,Unknown,Unknown,Unknown
1767273829,Inga's Bar,New York,american,40.6999588,-73.9937373,Unknown,Unknown,"Mo-Fr 17:00-22:00; Sa-Su 11:00-15:00,17:00-22:00"
1809517493,Hunan Park,New York,chinese,40.7921936,-73.9676915,yes,yes,11:00-22:30
1821015959,City Diner,New York,diner,40.7910471,-73.9747641,Unknown,yes,Mo-Su 05:30-04:00
1821015975,Five Napkin Burger,New York,burger,40.7870645,-73.9779334,Unknown,Unknown,Mo-Th 11:30-22:00; Fr 11:30-23:00; Sa 10:00-23:00; Su 10:00-22:00
1825739830,Ayza Wine & Chocolate Bar,New York,Unknown,40.7297052,-74.0048523,Unknown,Unknown,Mo-Fr 11:30-15:00; Mo-We 17:00-24:00; Th-Sa 17:00-01:00; Su 17:00-23:00; Sa-Su 11:00-15:30
1825739861,Trattoria Spaghetto,New York,italian,40.730184,-74.0025384,Unknown,Unknown,Su-Th 12:00-24:00; Fr-Sa 12:00-00:30
1825848790,Kesari,New York,indian,40.7993268,-73.9687523,Unknown,yes,Unknown
1825848800,Manhattan Valley,New York,indian,40.7970144,-73.969726,Unknown,Unknown,Mo-Su 11:15-22:15
1825848801,Street Taco To Go,New York,mexican,40.7982198,-73.9687221,Unknown,Unknown,Unknown
1825848802,Metro Diner,New York,diner,40.7974417,-73.9701456,yes,yes,Mo-Su 8:30-21:30
1825848804,Just Pho You,New York,vietnamese,40.7975736,-73.9693077,Unknown,Unknown,Unknown
1825848806,Texas Rotisserie Grill,New York,Unknown,40.7955308,-73.9714792,Unknown,Unknown,Unknown
1827182547,Neptune Diner II,New York,diner,40.6764339,-73.959241,yes,yes,24/7
1827772291,Wa Lung Kitchen,New York,chinese,40.7138887,-73.980158,Unknown,Unknown,Unknown
1827781718,El Castillo De Jagua,New York,caribbean,40.714385,-73.9818347,Unknown,Unknown,Unknown
1827808977,Zafis Luncheonette,New York,coffee_shop,40.7149321,-73.9826973,Unknown,Unknown,Unknown
1843430248,Malecon Restaurant,New York,dominican,40.7950365,-73.9699063,Unknown,Unknown,Unknown
1843430256,Ozen,New York,asian,40.7949162,-73.9699934,Unknown,Unknown,Mo-Su 11:00-24:00
1861646903,Vin et Fleur,New York,french,40.7242486,-74.0033107,Unknown,Unknown,Unknown
1873813860,5 Napkin Burger,New York,burger,40.7601614,-73.9911074,Unknown,Unknown,Mo-Fr 11:30-24:00; Sa-Su 11:00-24:00
1873813883,Gallo Nero,New York,italian,40.7598902,-73.9917945,Unknown,Unknown,Unknown
1873813912,Ollie's,New York,chinese,40.7588415,-73.993163,Unknown,Unknown,Unknown
1883462420,Maison Close,New York,Unknown,40.7232955,-74.0037222,Unknown,Unknown,Unknown
1883739637,Laut,New York,thai,40.7375482,-73.991104,yes,yes,Mo-Fr 11:30-22:30; Sa 14:00-22:30; Su 13:00-22:00
1884473154,Vanessa's Dumpling House,New York,chinese;dumpling;noodle,40.7182938,-73.9917781,yes,Unknown,Mo-Sa 07:30-22:30; Su 07:30-22:00
1887418646,Taqueria,New York,mexican,40.7162315,-74.0446403,Unknown,Unknown,Unknown
1887434635,Rustique,New York,italian,40.7249319,-74.0457092,Unknown,Unknown,Unknown
1899033658,Pasquale Jones,New York,italian,40.7210814,-73.9967486,Unknown,Unknown,"Mo-Fr 17:00-22:00; Sa,Su 12:00-15:30,17:00-22:00"
1907729885,Cariño,New York,mexican,40.712472,-73.9647679,Unknown,Unknown,Unknown
1907729889,Miss Favela,New York,brazilian,40.7121797,-73.9662152,Unknown,Unknown,Unknown
1907729890,South Port,New York,Unknown,40.7124975,-73.9642787,Unknown,Unknown,Unknown
1913191317,Bosino,New York,italian,40.7987385,-73.9673316,Unknown,Unknown,Unknown
1915398676,Katz's Delicatessen,New York,deli,40.7223431,-73.987353,Unknown,Unknown,Mo-Th 08:00-22:15; Fr 08:00-24:00; Sa 00:00-24:00; Su 00:00-22:15
1916532788,Mercato,New York,italian,40.7562465,-73.9936447,yes,Unknown,Mo-Su 11:30-00:00
1927720909,Cactus Mexican Restaurant,New York,mexican,40.7006444,-73.9438427,Unknown,Unknown,Unknown
1932725314,Barboncino,New York,pizza,40.6720806,-73.9572943,Unknown,Unknown,Unknown
1934502370,Blue Smoke,New York,american,40.7146177,-74.015376,Unknown,Unknown,"Th-Sa 11:00-22:00; Mo-We, Su 11:00-21:00"
1935662285,Banc,New York,american,40.7432296,-73.9797061,Unknown,Mo-Fr 11:00-22:00; Sa-Su 16:00-22:00,Mo-Tu 11:00-00:30; We-Sa 11:00-02:00; Su 11:00-00:30
1975910743,Mole,New York,mexican,40.7188464,-73.9635537,Unknown,Unknown,Su 12:00-23:00; Mo 16:00-23:00; Tu-Fr 12:00-24:00; Sa 12:00-24:00
1979669271,Dokébi,New York,Unknown,40.7142048,-73.9602838,Unknown,Unknown,Unknown
1979669273,Kabob Shack,New York,Unknown,40.7107181,-73.9582427,Unknown,Unknown,Unknown
1993216326,Nice Matin,New York,french,40.783395,-73.9784022,Unknown,Unknown,Unknown
1999231233,Santos Anne,New York,french,40.7113992,-73.9510101,Unknown,Unknown,Unknown
2011781571,Polash,New York,indian,40.799638,-73.9385346,yes,yes,Unknown
2011781604,Ashbox Cafe,New York,japanese,40.7377801,-73.955195,only,Unknown,Mo-Sa 10:00-16:00
2011783803,Lighthouse,New York,Unknown,40.7108493,-73.9537084,Unknown,Unknown,Unknown
2014619565,Briciola Pizza Bar,New York,pizza,40.7290902,-74.0034181,Unknown,Unknown,Unknown
2015863190,Layla Jones,New York,pizza;italian,40.6866581,-73.9939917,yes,yes,Mo-Tu 11:00-22:00; We-Sa 11:00-23:00; Su 11:00-23:00
2017266260,Mama Carmela's Pizza,New York,pizza,40.760139,-73.9073114,Unknown,Unknown,Unknown
2017268082,King's Wok,New York,chinese,40.7601756,-73.907416,Unknown,Unknown,Unknown
2017271308,Halal Chinese Food,New York,chinese,40.7608858,-73.9089094,Unknown,Unknown,Unknown
2017643713,Vinnies Pizzeria,New York,pizza,40.7188705,-73.9567925,yes,Su-Th 11:30-23:00; Fr-Sa 11:30-23:30,Su-Th 11:30-24:00; Fr-Sa 11:30-03:00
2020727865,Alice,New York,Unknown,40.7370855,-73.9986335,Unknown,Unknown,Unknown
2035810358,Mezze on the River,New York,Unknown,40.7113206,-74.0178328,Unknown,Unknown,Unknown
2065153935,Rincón Melania,New York,ecuadorian,40.74475,-73.929014,yes,yes,"Mo-Th, Su 10:00-19:45; Fr, Sa 10:00-22:00"
2065172290,Tangra Asian Fusion,New York,asian,40.744228,-73.924884,yes,Unknown,"Fr, Sa 13:00-00:00; Mo-Th, Su 13:00-23:00"
2065685392,Philomena's Pizza,New York,pizza,40.7433564,-73.9229731,yes,yes,"We, Th 16:00-21:00; Fr 16:00-22:00; Sa 13:00-22:00; Su 13:00-21:00"
2065796583,Hei Tiki,New York,sushi,40.760433,-73.922418,Unknown,Unknown,Unknown
2070049365,Taco Tumba,New York,Unknown,40.763681,-73.915422,Unknown,Unknown,Unknown
2070982507,P.J. Clarke's,New York,american,40.7137763,-74.0161159,Unknown,yes,Mo-Fr 11:30-22:00; Sa-Su 11:30-21:00
2071906276,Justino’s Pizzeria,New York,pizza,40.7681264,-73.9857786,yes,yes,Mo-We 10:00-01:30; Th-Sa 10:00-3:30; Su 11:00-22:30
2081537413,Bonchon Chicken,New York,chicken;korean;sushi,40.7474905,-73.9851225,Unknown,Unknown,Unknown
2081539634,LOVE Korean BBQ,New York,chicken;korean,40.7471688,-73.9852137,Unknown,Unknown,Unknown
2089444284,Pappardella,New York,italian,40.7793384,-73.9776644,Unknown,Unknown,Unknown
2089444285,The Smith,New York,american,40.7716005,-73.9818679,yes,yes,Mo-Th 07:30-00:00; Fr 07:30-01:00; Sa 09:00-01:00; Su 09:00-00:00
2091642033,Trattoria iL Gusto,New York,italian,40.7892574,-73.9698327,Unknown,Unknown,Mo-Th 16:00-22:00; Fr 16:00-22:30; Sa 12:00-22:30; Su 12:00-22:00
2101983249,Ozu,New York,japanese,40.697427,-73.9932715,yes,yes,Mo-Su 12:00-22:00
2101984777,Clark's Restaurant,New York,american,40.6974068,-73.9931992,Unknown,Unknown,Mo-Sa 08:00-20:00; Su 08:00-15:00
2108362680,Saba's Pizza,New York,pizza,40.783305,-73.9779565,Unknown,Unknown,Unknown
2111692824,West Side Wok & Konata Sushi,New York,chinese;sushi,40.7923619,-73.9713503,yes,Unknown,"Mo-Th, Su; 11:00-23:00; Fr 11:00-15:00"
2111692827,Kouzan,New York,japanese,40.7921778,-73.9714835,yes,Unknown,Mo-Su 11:30-23:30
2113159210,Spice,New York,thai,40.7842712,-73.9772503,Unknown,Unknown,Unknown
2113159212,WAU,New York,malaysian,40.7844415,-73.9776143,Unknown,Unknown,"Mo-Th 12:00-15:30, 17:00-22:00; Fr 12:00-15:30, 17:00-22:30; Sa 12:00-22:30; Su 12:00-21:30"
2114001662,Outback Steakhouse,New York,american;steak,40.742262,-73.991796,Unknown,Unknown,Unknown
2125873482,Rudraks,New York,indian,40.7930225,-73.9713526,Unknown,Unknown,"Mo-Th, Su 11:30-22:30; Fr-Sa 11:00-23:00"
2125873488,Pio Pio,New York,peruvian,40.7929325,-73.97142,Unknown,yes,Su-Th 11:00-23:00; Fr-Sa 11:00-24:00
2125873489,Jing Fong Restaurant,New York,Unknown,40.7827246,-73.9789347,Unknown,Unknown,"Mo-Fr 11:00-15:00,17:00-21:30; Sa 11:00-22:30; Su 11:00-21:30"
2131698464,Haru Sushi,New York,japanese,40.7841916,-73.9773072,Unknown,Unknown,Mo 17:00-23:00; Tu-Fr 17:00-24:00; Sa 12:30-24:00; Su 12:30-23:00
2131791182,Bohemian Spirit Restaurant,New York,czech,40.769058,-73.9565904,Unknown,Unknown,"Mo, Su 17:00-22:00; Tu-Sa 17:00-23:00"
2134025590,Del Frisco's Double Eagle Steakhouse,New York,steak_house,40.7593243,-73.9816604,yes,yes,Mo-Th 11:00-22:00; Fr 11:00-23:00; Sa 16:00-23:00; Su 16:00-22:00
2139124594,Luanne's,New York,asian,40.6896097,-73.9698285,Unknown,Unknown,Unknown
2178443636,Parkside Lounge,New York,Unknown,40.7210809,-73.9832025,Unknown,Unknown,Su-Mo 12:00-04:00
2183010450,Bobby Van's,New York,Unknown,40.7061255,-74.0110467,Unknown,Unknown,Unknown
2183010451,Bombay Cuisine,New York,indian,40.7034829,-74.011087,Unknown,Unknown,Unknown
2183010463,Giardino D'Oro,New York,italian,40.7074557,-74.0072562,Unknown,Unknown,"Mo-Fr 12:00-15:00, 17:00-22:00; Sa 17:00-22:00"
2183010489,Chinah,New York,chinese,40.7069584,-74.0072664,yes,yes,Mo-Fr 11:00-21:00
