temperature,precipitation,humidity,windSpeed,city
1.1111111111111112,,65.0,20.372,New York
1.6666666666666667,,65.0,,New York
2.2222222222222223,,65.0,22.224,New York
2.7777777777777777,,64.0,,New York
2.2222222222222223,,,,New York
1.6666666666666667,,66.0,,New York
1.1111111111111112,,,,New York
0.5555555555555556,,71.0,,New York
1.1111111111111112,,75.0,,New York
1.6666666666666667,,72.0,,New York
2.2222222222222223,,,,New York
2.7777777777777777,19.0,70.0,,New York
3.3333333333333335,,70.0,,New York
3.888888888888889,,71.0,16.668,New York
4.444444444444445,,,,New York
9.444444444444445,75.0,93.0,14.816,Los Angeles
10.0,,89.0,,Los Angeles
10.555555555555555,89.0,83.0,16.668,Los Angeles
11.11111111111111,,77.0,,Los Angeles
11.666666666666666,,74.0,,Los Angeles
12.222222222222221,,,,Los Angeles
11.666666666666666,,80.0,14.816,Los Angeles
10.555555555555555,,89.0,,Los Angeles
10.0,,93.0,,Los Angeles
9.444444444444445,79.0,,11.112,Los Angeles
8.88888888888889,,,,Los Angeles
8.333333333333334,,,,Los Angeles
7.222222222222222,,96.0,,Los Angeles
7.777777777777778,,93.0,,Los Angeles
8.333333333333334,,89.0,,Los Angeles
10.0,,80.0,,Los Angeles
11.11111111111111,35.0,74.0,9.26,Los Angeles
12.222222222222221,,66.0,,Los Angeles
12.777777777777779,,61.0,,Los Angeles
13.88888888888889,,57.0,11.112,Los Angeles
14.444444444444445,,55.0,,Los Angeles
13.88888888888889,13.0,57.0,,Los Angeles
11.666666666666666,,69.0,,Los Angeles
10.555555555555555,,74.0,,Los Angeles
10.0,,77.0,7.408,Los Angeles
9.444444444444445,,83.0,,Los Angeles
8.88888888888889,,86.0,,Los Angeles
8.333333333333334,8.0,89.0,5.556,Los Angeles
7.222222222222222,,96.0,,Los Angeles
6.666666666666667,,,,Los Angeles
6.111111111111111,,100.0,,Los Angeles
5.555555555555555,6.0,,,Los Angeles
5.0,,,,Los Angeles
5.555555555555555,,,3.704,Los Angeles
6.666666666666667,,96.0,,Los Angeles
8.333333333333334,,86.0,,Los Angeles
10.555555555555555,10.0,77.0,,Los Angeles
12.222222222222221,,69.0,,Los Angeles
13.333333333333334,,64.0,,Los Angeles
13.88888888888889,,62.0,7.408,Los Angeles
14.444444444444445,,,,Los Angeles
13.88888888888889,8.0,64.0,11.112,Los Angeles
12.777777777777779,,69.0,,Los Angeles
11.666666666666666,,74.0,,Los Angeles
10.555555555555555,,80.0,5.556,Los Angeles
9.444444444444445,,86.0,,Los Angeles
8.88888888888889,,89.0,,Los Angeles
8.333333333333334,,89.0,,Los Angeles
7.777777777777778,,89.0,,Los Angeles
7.222222222222222,6.0,93.0,,Los Angeles
6.666666666666667,,96.0,,Los Angeles
7.222222222222222,,,,Los Angeles
8.88888888888889,,93.0,,Los Angeles
10.555555555555555,,86.0,,Los Angeles
12.777777777777779,7.0,77.0,,Los Angeles
14.444444444444445,,72.0,,Los Angeles
15.555555555555555,,64.0,,Los Angeles
16.11111111111111,,62.0,7.408,Los Angeles
15.0,2.0,69.0,9.26,Los Angeles
13.88888888888889,,75.0,,Los Angeles
12.777777777777779,,80.0,,Los Angeles
11.666666666666666,,86.0,3.704,Los Angeles
10.555555555555555,,89.0,,Los Angeles
10.0,,93.0,,Los Angeles
9.444444444444445,3.0,,,Los Angeles
8.88888888888889,,96.0,,Los Angeles
8.333333333333334,,96.0,,Los Angeles
7.777777777777778,,96.0,,Los Angeles
7.222222222222222,,,,Los Angeles
7.777777777777778,,89.0,,Los Angeles
8.88888888888889,,,,Los Angeles
10.555555555555555,,86.0,,Los Angeles
12.222222222222221,,83.0,,Los Angeles
13.88888888888889,,75.0,,Los Angeles
15.0,,69.0,,Los Angeles
15.555555555555555,,64.0,7.408,Los Angeles
16.11111111111111,,62.0,,Los Angeles
15.0,2.0,69.0,9.26,Los Angeles
13.88888888888889,,77.0,,Los Angeles
12.222222222222221,,86.0,,Los Angeles
11.11111111111111,,89.0,3.704,Los Angeles
10.0,,93.0,,Los Angeles
9.444444444444445,,93.0,,Los Angeles
8.88888888888889,,96.0,,Los Angeles
8.333333333333334,,,,Los Angeles
7.777777777777778,,96.0,,Los Angeles
8.333333333333334,,93.0,,Los Angeles
9.444444444444445,,,,Los Angeles
11.11111111111111,,86.0,,Los Angeles
12.777777777777779,6.0,83.0,,Los Angeles
14.444444444444445,,75.0,,Los Angeles
15.0,,69.0,,Los Angeles
15.555555555555555,,64.0,5.556,Los Angeles
16.11111111111111,,62.0,,Los Angeles
15.555555555555555,4.0,69.0,9.26,Los Angeles
14.444444444444445,,75.0,,Los Angeles
13.333333333333334,,83.0,,Los Angeles
12.222222222222221,,86.0,3.704,Los Angeles
11.666666666666666,,89.0,,Los Angeles
11.11111111111111,,93.0,,Los Angeles
10.555555555555555,,93.0,,Los Angeles
10.0,,,,Los Angeles
9.444444444444445,13.0,93.0,3.704,Los Angeles
8.88888888888889,,93.0,,Los Angeles
9.444444444444445,,,,Los Angeles
10.555555555555555,,89.0,,Los Angeles
12.222222222222221,,83.0,,Los Angeles
14.444444444444445,18.0,75.0,,Los Angeles
15.555555555555555,,69.0,,Los Angeles
17.22222222222222,,60.0,,Los Angeles
17.77777777777778,,58.0,7.408,Los Angeles
17.22222222222222,,62.0,,Los Angeles
16.666666666666668,14.0,67.0,9.26,Los Angeles
15.555555555555555,,78.0,,Los Angeles
13.88888888888889,,86.0,,Los Angeles
13.333333333333334,,90.0,3.704,Los Angeles
12.777777777777779,,,,Los Angeles
12.222222222222221,,,,Los Angeles
11.666666666666666,,89.0,,Los Angeles
11.11111111111111,,93.0,,Los Angeles
10.555555555555555,,96.0,,Los Angeles
10.0,,96.0,,Los Angeles
9.444444444444445,,100.0,,Los Angeles
10.0,,96.0,,Los Angeles
11.11111111111111,,93.0,,Los Angeles
13.333333333333334,,83.0,,Los Angeles
15.555555555555555,10.0,75.0,,Los Angeles
17.22222222222222,,67.0,,Los Angeles
18.333333333333332,,63.0,,Los Angeles
19.444444444444443,,56.0,7.408,Los Angeles
18.88888888888889,,61.0,,Los Angeles
17.77777777777778,,65.0,11.112,Los Angeles
16.11111111111111,,,,Los Angeles
14.444444444444445,,,,Los Angeles
12.222222222222221,,,,Los Angeles
0.0,0.0,39.0,16.668,Chicago
-0.5555555555555556,,41.0,18.52,Chicago
-1.1111111111111112,,42.0,,Chicago
-1.6666666666666667,,44.0,14.816,Chicago
-2.2222222222222223,,46.0,16.668,Chicago
-2.7777777777777777,,48.0,,Chicago
-3.888888888888889,,50.0,,Chicago
-4.444444444444445,,52.0,18.52,Chicago
-5.555555555555555,,54.0,,Chicago
-6.111111111111111,,56.0,,Chicago
-5.555555555555555,,52.0,25.928,Chicago
-4.444444444444445,,50.0,31.484,Chicago
-2.7777777777777777,1.0,46.0,33.336,Chicago
-0.5555555555555556,,43.0,37.04,Chicago
2.2222222222222223,,36.0,40.744,Chicago
4.444444444444445,3.0,34.0,42.596,Chicago
6.666666666666667,,30.0,44.448,Chicago
6.111111111111111,,36.0,44.448,Chicago
5.555555555555555,,43.0,31.484,Chicago
5.0,0.0,46.0,27.78,Chicago
4.444444444444445,,48.0,25.928,Chicago
3.3333333333333335,,52.0,24.076,Chicago
1.6666666666666667,,59.0,22.224,Chicago
0.5555555555555556,,63.0,20.372,Chicago
0.0,,66.0,18.52,Chicago
-0.5555555555555556,,69.0,16.668,Chicago
-1.1111111111111112,,72.0,14.816,Chicago
-1.6666666666666667,,78.0,,Chicago
-2.2222222222222223,,81.0,12.964,Chicago
-1.6666666666666667,,78.0,14.816,Chicago
-1.1111111111111112,,75.0,,Chicago
0.5555555555555556,,66.0,16.668,Chicago
2.2222222222222223,,61.0,18.52,Chicago
3.888888888888889,,54.0,20.372,Chicago
5.0,,50.0,22.224,Chicago
6.111111111111111,,49.0,25.928,Chicago
5.555555555555555,,53.0,29.632,Chicago
5.0,,57.0,,Chicago
4.444444444444445,1.0,62.0,,Chicago
3.3333333333333335,,67.0,,Chicago
2.2222222222222223,,69.0,,Chicago
1.6666666666666667,,72.0,,Chicago
1.1111111111111112,,75.0,,Chicago
0.5555555555555556,,,,Chicago
1.1111111111111112,5.0,72.0,,Chicago
0.5555555555555556,,75.0,,Chicago
0.0,,,27.78,Chicago
0.5555555555555556,,72.0,29.632,Chicago
2.2222222222222223,,64.0,31.484,Chicago
3.3333333333333335,7.0,57.0,,Chicago
3.888888888888889,,54.0,,Chicago
4.444444444444445,,52.0,29.632,Chicago
3.888888888888889,,,27.78,Chicago
3.3333333333333335,,,24.076,Chicago
2.2222222222222223,,54.0,22.224,Chicago
1.1111111111111112,0.0,56.0,20.372,Chicago
0.5555555555555556,,58.0,16.668,Chicago
0.0,,61.0,14.816,Chicago
-0.5555555555555556,,61.0,11.112,Chicago
-1.1111111111111112,,63.0,,Chicago
-1.6666666666666667,,66.0,,Chicago
-2.2222222222222223,,68.0,,Chicago
-2.7777777777777777,,71.0,12.964,Chicago
-2.2222222222222223,3.0,68.0,,Chicago
-1.1111111111111112,,66.0,16.668,Chicago
0.5555555555555556,,58.0,18.52,Chicago
2.2222222222222223,,54.0,20.372,Chicago
4.444444444444445,,48.0,,Chicago
6.111111111111111,,45.0,22.224,Chicago
7.777777777777778,9.0,42.0,24.076,Chicago
8.333333333333334,,,,Chicago
8.88888888888889,,40.0,,Chicago
8.333333333333334,,44.0,,Chicago
7.222222222222222,,49.0,20.372,Chicago
3.888888888888889,14.0,62.0,18.52,Chicago
3.3333333333333335,,67.0,16.668,Chicago
2.7777777777777777,,72.0,,Chicago
2.2222222222222223,,75.0,,Chicago
1.6666666666666667,20.0,82.0,,Chicago
1.1111111111111112,,85.0,,Chicago
0.5555555555555556,,85.0,,Chicago
1.1111111111111112,,82.0,16.668,Chicago
1.6666666666666667,,78.0,18.52,Chicago
2.2222222222222223,,75.0,20.372,Chicago
2.7777777777777777,,72.0,,Chicago
3.3333333333333335,25.0,67.0,22.224,Chicago
2.7777777777777777,,67.0,22.224,Chicago
2.2222222222222223,,,,Chicago
1.1111111111111112,29.0,72.0,,Chicago
0.5555555555555556,,,,Chicago
1.1111111111111112,,72.0,,Chicago
1.6666666666666667,,,,Chicago
2.2222222222222223,,,,Chicago
0.5555555555555556,23.0,82.0,14.816,Chicago
0.0,,82.0,,Chicago
-0.5555555555555556,18.0,85.0,,Chicago
0.0,,,16.668,Chicago
1.1111111111111112,,82.0,18.52,Chicago
1.6666666666666667,,78.0,,Chicago
2.2222222222222223,20.0,79.0,,Chicago
2.7777777777777777,,79.0,,Chicago
2.2222222222222223,,85.0,,Chicago
1.6666666666666667,23.0,85.0,,Chicago
18.88888888888889,78.0,97.0,12.964,Houston
19.444444444444443,,93.0,,Houston
20.0,,90.0,,Houston
19.444444444444443,,93.0,12.964,Houston
18.88888888888889,,97.0,11.112,Houston
17.77777777777778,69.0,97.0,,Houston
17.22222222222222,61.0,93.0,,Houston
16.666666666666668,56.0,97.0,,Houston
16.11111111111111,51.0,,9.26,Houston
15.0,46.0,96.0,,Houston
14.444444444444445,41.0,100.0,,Houston
13.88888888888889,37.0,,,Houston
13.333333333333334,32.0,,11.112,Houston
12.222222222222221,23.0,100.0,,Houston
11.666666666666666,20.0,,12.964,Houston
12.222222222222221,,,14.816,Houston
13.333333333333334,,,,Houston
13.88888888888889,10.0,96.0,12.964,Houston
14.444444444444445,,93.0,11.112,Houston
15.0,,90.0,9.26,Houston
15.555555555555555,,87.0,,Houston
15.0,,,7.408,Houston
13.88888888888889,0.0,96.0,,Houston
12.777777777777779,,100.0,3.704,Houston
12.222222222222221,,,,Houston
11.666666666666666,1.0,,,Houston
11.11111111111111,,,5.556,Houston
11.666666666666666,14.0,96.0,9.26,Houston
12.222222222222221,,93.0,,Houston
12.777777777777779,,,,Houston
13.88888888888889,,87.0,,Houston
15.0,,80.0,,Houston
16.11111111111111,13.0,78.0,,Houston
16.666666666666668,,74.0,11.112,Houston
17.22222222222222,,75.0,,Houston
16.666666666666668,,81.0,9.26,Houston
16.11111111111111,2.0,84.0,,Houston
15.555555555555555,,,,Houston
15.0,,87.0,11.112,Houston
14.444444444444445,,90.0,,Houston
15.0,,95.0,,Houston
15.555555555555555,40.0,93.0,,Houston
16.11111111111111,,91.0,,Houston
16.666666666666668,,87.0,,Houston
17.77777777777778,,88.0,,Houston
18.333333333333332,,89.0,11.112,Houston
19.444444444444443,47.0,90.0,12.964,Houston
20.0,,,14.816,Houston
20.555555555555557,,91.0,,Houston
20.0,,97.0,12.964,Houston
19.444444444444443,16.0,,,Houston
18.88888888888889,,100.0,,Houston
18.333333333333332,,,14.816,Houston
17.77777777777778,,,,Houston
18.333333333333332,,98.0,12.964,Houston
17.77777777777778,,99.0,14.816,Houston
18.333333333333332,67.0,100.0,,Houston
18.88888888888889,,98.0,,Houston
19.444444444444443,,97.0,,Houston
20.0,,,22.224,Houston
20.555555555555557,,93.0,24.076,Houston
21.11111111111111,71.0,,25.928,Houston
21.666666666666668,,90.0,,Houston
22.22222222222222,,88.0,,Houston
21.666666666666668,,91.0,22.224,Houston
21.11111111111111,55.0,90.0,,Houston
20.555555555555557,,92.0,,Houston
20.0,,97.0,24.076,Houston
19.444444444444443,,99.0,,Houston
18.88888888888889,67.0,,20.372,Houston
18.333333333333332,,,16.668,Houston
17.77777777777778,,,,Houston
17.22222222222222,,,,Houston
16.11111111111111,,,14.816,Houston
15.555555555555555,48.0,,16.668,Houston
16.11111111111111,,87.0,,Houston
16.666666666666668,,80.0,14.816,Houston
17.77777777777778,,73.0,16.668,Houston
18.333333333333332,27.0,68.0,,Houston
18.88888888888889,,65.0,,Houston
19.444444444444443,,61.0,14.816,Houston
18.88888888888889,,60.0,,Houston
18.333333333333332,,63.0,11.112,Houston
17.22222222222222,9.0,65.0,,Houston
16.11111111111111,,69.0,,Houston
15.555555555555555,,70.0,,Houston
14.444444444444445,,72.0,,Houston
13.333333333333334,,76.0,,Houston
12.777777777777779,,77.0,,Houston
12.222222222222221,6.0,,,Houston
11.666666666666666,,79.0,,Houston
11.11111111111111,,80.0,,Houston
10.555555555555555,,83.0,,Houston
10.0,,82.0,,Houston
10.555555555555555,,,,Houston
11.666666666666666,,78.0,,Houston
12.777777777777779,,74.0,,Houston
14.444444444444445,,67.0,,Houston
16.11111111111111,,62.0,,Houston
17.77777777777778,1.0,56.0,,Houston
18.88888888888889,,54.0,,Houston
20.0,,53.0,,Houston
19.444444444444443,,54.0,11.112,Houston
18.333333333333332,,58.0,9.26,Houston
17.22222222222222,,62.0,,Houston
16.11111111111111,,67.0,,Houston
15.0,,73.0,7.408,Houston
13.88888888888889,,75.0,,Houston
13.333333333333334,,77.0,,Houston
12.777777777777779,,77.0,9.26,Houston
12.222222222222221,,80.0,,Houston
11.666666666666666,,81.0,,Houston
11.11111111111111,,83.0,,Houston
10.555555555555555,,85.0,7.408,Houston
11.11111111111111,6.0,86.0,,Houston
11.666666666666666,,87.0,,Houston
12.777777777777779,,85.0,9.26,Houston
13.88888888888889,,83.0,11.112,Houston
16.11111111111111,,78.0,,Houston
18.333333333333332,,72.0,12.964,Houston
20.555555555555557,,68.0,,Houston
21.666666666666668,,65.0,,Houston
22.77777777777778,,62.0,,Houston
22.22222222222222,,64.0,,Houston
21.11111111111111,,68.0,,Houston
20.0,7.0,70.0,,Houston
18.88888888888889,,78.0,,Houston
18.333333333333332,,82.0,,Houston
17.22222222222222,,87.0,9.26,Houston
16.666666666666668,,94.0,11.112,Houston
16.11111111111111,,98.0,,Houston
15.555555555555555,,96.0,,Houston
15.0,,97.0,,Houston
14.444444444444445,11.0,100.0,,Houston
13.333333333333334,0.0,30.0,9.26,Phoenix
15.0,,29.0,7.408,Phoenix
16.666666666666668,,26.0,,Phoenix
18.333333333333332,,24.0,,Phoenix
18.88888888888889,,22.0,,Phoenix
19.444444444444443,,21.0,,Phoenix
20.0,,,5.556,Phoenix
18.88888888888889,,24.0,,Phoenix
17.77777777777778,,28.0,3.704,Phoenix
16.11111111111111,,32.0,,Phoenix
13.333333333333334,,42.0,,Phoenix
12.777777777777779,,43.0,,Phoenix
11.666666666666666,12.0,46.0,,Phoenix
11.11111111111111,0.0,50.0,,Phoenix
10.0,,54.0,,Phoenix
8.88888888888889,,58.0,,Phoenix
8.333333333333334,,60.0,,Phoenix
7.777777777777778,12.0,63.0,,Phoenix
6.666666666666667,14.0,65.0,,Phoenix
7.777777777777778,33.0,60.0,5.556,Phoenix
9.444444444444445,52.0,54.0,7.408,Phoenix
11.11111111111111,46.0,50.0,9.26,Phoenix
11.666666666666666,25.0,,,Phoenix
13.333333333333334,43.0,47.0,,Phoenix
13.88888888888889,53.0,,7.408,Phoenix
14.444444444444445,21.0,,,Phoenix
15.0,19.0,,,Phoenix
15.555555555555555,9.0,46.0,9.26,Phoenix
14.444444444444445,26.0,51.0,,Phoenix
13.333333333333334,,57.0,5.556,Phoenix
12.222222222222221,,64.0,3.704,Phoenix
10.555555555555555,,74.0,,Phoenix
10.0,,77.0,,Phoenix
9.444444444444445,,80.0,,Phoenix
8.88888888888889,21.0,,,Phoenix
8.333333333333334,,79.0,,Phoenix
7.777777777777778,,83.0,1.852,Phoenix
7.222222222222222,,82.0,,Phoenix
6.666666666666667,,,,Phoenix
6.111111111111111,,86.0,,Phoenix
5.555555555555555,,,,Phoenix
5.0,,,,Phoenix
7.222222222222222,,75.0,,Phoenix
9.444444444444445,,65.0,3.704,Phoenix
11.666666666666666,23.0,57.0,,Phoenix
12.777777777777779,,52.0,,Phoenix
13.88888888888889,,47.0,5.556,Phoenix
15.0,,42.0,,Phoenix
13.88888888888889,,42.0,7.408,Phoenix
12.222222222222221,,48.0,5.556,Phoenix
11.11111111111111,,54.0,3.704,Phoenix
10.555555555555555,,57.0,,Phoenix
9.444444444444445,,59.0,,Phoenix
8.88888888888889,23.0,60.0,,Phoenix
8.333333333333334,,63.0,,Phoenix
7.222222222222222,,65.0,1.852,Phoenix
6.666666666666667,,68.0,,Phoenix
6.111111111111111,,69.0,,Phoenix
5.555555555555555,,71.0,,Phoenix
5.0,37.0,73.0,,Phoenix
4.444444444444445,,75.0,,Phoenix
6.666666666666667,,65.0,,Phoenix
8.88888888888889,,57.0,3.704,Phoenix
11.11111111111111,51.0,50.0,,Phoenix
12.222222222222221,,46.0,,Phoenix
13.333333333333334,,42.0,5.556,Phoenix
14.444444444444445,,39.0,,Phoenix
13.333333333333334,,42.0,,Phoenix
11.666666666666666,,48.0,3.704,Phoenix
10.555555555555555,,54.0,,Phoenix
10.0,,57.0,,Phoenix
8.88888888888889,,60.0,,Phoenix
8.333333333333334,8.0,63.0,,Phoenix
7.777777777777778,,65.0,,Phoenix
6.666666666666667,,68.0,1.852,Phoenix
6.111111111111111,,70.0,,Phoenix
5.555555555555555,,71.0,,Phoenix
5.0,,73.0,,Phoenix
4.444444444444445,,75.0,,Phoenix
3.888888888888889,,78.0,,Phoenix
6.666666666666667,,65.0,,Phoenix
8.88888888888889,,55.0,3.704,Phoenix
11.666666666666666,7.0,46.0,,Phoenix
12.777777777777779,,43.0,,Phoenix
14.444444444444445,,39.0,5.556,Phoenix
15.555555555555555,,36.0,,Phoenix
16.11111111111111,,34.0,,Phoenix
16.666666666666668,1.0,31.0,,Phoenix
15.0,,36.0,5.556,Phoenix
13.333333333333334,,42.0,,Phoenix
11.666666666666666,,48.0,3.704,Phoenix
11.11111111111111,,50.0,,Phoenix
10.0,,51.0,,Phoenix
9.444444444444445,0.0,52.0,,Phoenix
8.333333333333334,,54.0,,Phoenix
7.777777777777778,,57.0,1.852,Phoenix
6.666666666666667,,60.0,,Phoenix
6.111111111111111,,61.0,,Phoenix
5.555555555555555,,62.0,3.704,Phoenix
4.444444444444445,,63.0,,Phoenix
3.888888888888889,,67.0,,Phoenix
6.666666666666667,,55.0,,Phoenix
10.0,,46.0,,Phoenix
12.777777777777779,1.0,38.0,,Phoenix
14.444444444444445,,34.0,,Phoenix
16.11111111111111,,30.0,,Phoenix
17.22222222222222,,27.0,,Phoenix
17.77777777777778,,,,Phoenix
16.11111111111111,,30.0,,Phoenix
14.444444444444445,,35.0,1.852,Phoenix
12.777777777777779,,40.0,,Phoenix
11.666666666666666,,43.0,,Phoenix
11.11111111111111,,45.0,,Phoenix
10.0,1.0,48.0,,Phoenix
9.444444444444445,,50.0,,Phoenix
8.333333333333334,,51.0,,Phoenix
7.777777777777778,,53.0,,Phoenix
7.222222222222222,,55.0,,Phoenix
6.666666666666667,,56.0,,Phoenix
6.111111111111111,,58.0,,Phoenix
8.88888888888889,,47.0,,Phoenix
11.666666666666666,,38.0,,Phoenix
14.444444444444445,2.0,32.0,,Phoenix
16.11111111111111,,28.0,,Phoenix
17.77777777777778,,25.0,,Phoenix
20.0,,23.0,,Phoenix
20.555555555555557,,21.0,5.556,Phoenix
21.11111111111111,4.0,20.0,,Phoenix
18.88888888888889,,24.0,3.704,Phoenix
17.22222222222222,,29.0,,Phoenix
15.0,,34.0,1.852,Phoenix
13.88888888888889,,37.0,,Phoenix
12.777777777777779,,39.0,,Phoenix
11.666666666666666,2.0,41.0,,Phoenix
11.11111111111111,,43.0,,Phoenix
10.555555555555555,,44.0,,Phoenix
10.0,,46.0,,Phoenix
9.444444444444445,,47.0,,Phoenix
8.88888888888889,,,,Phoenix
8.333333333333334,,48.0,,Phoenix
7.777777777777778,,,,Phoenix
11.11111111111111,,40.0,,Phoenix
13.88888888888889,,33.0,,Phoenix
16.666666666666668,1.0,27.0,,Phoenix
18.333333333333332,,25.0,,Phoenix
20.0,,23.0,,Phoenix
21.666666666666668,,21.0,,Phoenix
22.22222222222222,,,,Phoenix
22.77777777777778,,20.0,5.556,Phoenix
20.555555555555557,,,,Phoenix
18.88888888888889,,,,Phoenix
16.666666666666668,,,,Phoenix
